age,job,marital,education,default,housing,loan,contact,trimestre,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
42,others,0,4,0,0,1,1,2,3,65,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,admin.,1,4,0,0,0,1,2,3,395,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
45,others,1,4,0,0,0,1,2,3,291,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
39,others,0,3,0,0,0,1,2,3,49,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
41,others,0,2,0,1,0,1,2,3,474,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
50,others,0,4,1,0,0,1,2,3,118,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
50,others,0,4,1,1,0,0,2,3,30,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,others,0,4,1,1,0,0,2,3,28,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
50,others,0,4,1,1,0,1,2,3,221,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
42,others,0,4,0,1,0,0,2,3,30,6,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
45,others,0,4,0,0,1,1,2,3,216,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
35,others,1,2,0,1,0,1,2,3,149,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,others,0,2,0,0,0,0,2,3,110,6,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
44,others,0,2,1,0,0,1,2,3,374,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
38,others,0,2,0,1,0,1,2,3,108,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
39,others,0,2,0,1,0,1,2,3,244,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
50,others,0,2,0,1,0,1,2,3,196,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
38,others,0,2,0,0,1,1,2,3,74,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
38,others,0,2,0,0,0,1,2,3,81,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
35,others,0,1,1,1,0,0,2,3,19,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
43,others,0,2,1,0,0,1,2,3,126,19,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,admin.,0,4,0,1,0,1,2,3,129,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
33,others,0,2,0,0,1,1,2,3,51,7,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,admin.,0,4,0,1,0,1,2,3,61,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,admin.,0,4,0,0,0,1,2,3,100,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
35,others,0,1,1,0,0,1,2,3,574,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1
32,others,1,3,0,0,1,0,2,3,181,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,admin.,0,2,0,1,1,1,2,3,23,22,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
27,admin.,1,4,0,0,1,1,2,3,242,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,others,1,3,0,0,0,1,2,3,167,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,others,1,3,0,0,0,1,2,3,35,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
40,admin.,0,3,0,1,1,1,2,3,203,6,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
33,others,1,3,0,0,0,1,2,3,140,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,others,1,3,0,1,0,1,2,3,128,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,others,1,3,0,0,0,1,2,3,119,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,others,1,3,0,1,1,1,2,3,234,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
30,others,1,1,0,0,0,1,2,3,56,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
25,others,1,2,0,0,0,1,2,3,27,16,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
31,others,1,4,1,0,1,0,2,3,15,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
37,others,1,4,0,1,0,1,2,3,47,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,admin.,0,4,0,0,0,1,2,3,46,4,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
53,others,0,3,0,1,0,0,2,3,144,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
47,others,0,1,0,0,1,0,2,3,175,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,others,0,1,1,0,0,0,2,3,208,5,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
41,admin.,1,4,0,1,1,0,2,3,180,5,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
35,others,1,3,0,1,0,1,2,3,307,4,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
43,admin.,0,0,0,1,0,1,2,3,51,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
43,admin.,0,0,0,1,0,0,2,3,121,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
38,others,0,2,0,1,0,1,2,3,73,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
38,others,0,2,0,1,0,0,2,3,120,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
38,others,0,2,0,0,0,1,2,3,127,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
34,others,0,4,0,0,1,1,2,3,114,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
40,admin.,0,3,1,0,0,1,2,3,106,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
24,admin.,1,2,0,1,0,1,2,3,725,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1
35,others,1,3,1,1,0,1,2,3,105,5,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,others,0,2,0,1,0,0,2,3,115,4,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
42,others,0,1,0,0,0,1,2,3,114,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
42,others,0,1,0,0,0,0,2,3,92,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
29,admin.,1,4,0,0,0,1,2,3,6,14,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
39,others,0,2,0,1,0,1,2,3,123,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
56,others,0,4,0,1,0,1,2,3,22,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
42,others,0,1,0,1,0,1,2,3,253,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
56,others,0,4,0,0,0,1,2,3,57,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
35,others,0,3,0,0,0,1,2,3,126,4,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
48,others,0,3,0,0,0,1,2,3,38,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
48,others,0,3,0,0,0,0,2,3,77,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
42,others,0,1,1,0,1,1,2,3,349,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
53,others,0,1,1,0,1,1,2,3,36,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
39,others,0,2,0,1,0,1,2,3,543,29,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
52,others,0,1,0,1,1,1,2,3,114,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
26,others,0,2,0,1,0,1,2,3,49,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
34,others,0,3,1,0,0,1,2,3,61,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,others,0,1,0,1,0,0,2,3,77,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,others,1,3,0,1,0,1,2,3,81,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
56,others,0,4,0,1,0,1,2,3,122,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
37,admin.,0,2,0,0,1,1,2,3,56,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
35,others,1,3,1,1,0,1,2,3,53,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
34,others,0,2,0,0,1,1,2,3,94,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
56,others,0,4,0,1,0,1,2,3,126,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
34,others,0,2,0,1,1,1,2,3,118,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
46,others,0,3,0,0,0,1,2,3,60,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
56,others,0,4,1,1,0,1,2,3,227,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,admin.,0,2,0,0,0,1,2,3,662,11,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1
28,admin.,1,4,0,0,0,1,2,3,727,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1
49,others,0,3,1,1,0,0,2,3,219,12,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
53,others,0,1,1,0,0,1,2,3,79,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,admin.,1,2,0,1,0,1,2,3,231,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
56,others,0,4,1,1,0,1,2,3,49,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
29,others,0,4,0,1,1,1,2,3,201,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
44,others,0,3,0,0,0,1,2,3,221,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
44,others,0,3,0,1,0,0,2,3,168,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
29,others,0,4,0,1,0,0,2,3,258,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
29,others,0,4,0,0,0,0,2,3,240,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
43,admin.,0,1,0,1,1,0,2,3,119,8,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
56,others,0,4,1,0,0,1,2,3,59,12,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
52,others,0,1,0,1,0,1,2,3,156,6,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
30,others,1,4,0,0,0,1,2,3,131,8,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,admin.,0,4,0,0,0,1,2,3,189,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,others,0,4,1,1,0,1,2,3,107,13,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
40,others,0,4,0,0,0,1,2,3,122,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,others,1,1,0,0,0,0,2,3,73,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
39,others,0,2,0,1,0,1,2,3,216,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,others,1,1,0,0,0,1,2,3,148,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
34,others,0,3,1,0,0,0,2,3,46,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
38,others,0,2,0,0,0,1,2,3,145,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
41,others,0,4,0,0,1,1,2,3,52,6,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
57,admin.,0,4,1,0,0,1,2,3,38,15,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
60,retired,0,1,1,0,0,1,2,3,126,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
29,admin.,0,4,0,1,1,1,2,3,166,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
35,others,1,4,0,1,0,1,2,3,106,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
42,others,0,1,1,1,0,1,2,3,62,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,others,0,3,0,0,0,0,2,3,45,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,others,0,3,0,0,0,1,2,3,53,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
27,others,1,1,0,1,0,1,2,3,225,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
33,others,0,2,1,0,1,1,2,3,268,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
48,others,0,4,0,0,0,1,2,3,52,4,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
35,others,1,4,0,0,0,1,2,3,609,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
27,others,1,1,0,0,1,1,2,3,83,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
51,others,0,1,0,1,1,1,2,3,79,6,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,others,0,2,0,0,0,1,2,3,462,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
40,others,0,3,1,1,0,1,2,3,847,10,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
38,others,0,2,0,0,0,1,2,3,857,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1
43,others,0,1,1,1,0,1,2,3,188,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,others,0,2,0,0,1,0,2,3,80,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
37,others,1,3,0,0,1,1,2,3,50,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
37,others,1,3,0,1,0,1,2,3,255,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
46,others,0,2,0,0,0,1,2,3,92,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
39,others,0,2,0,0,1,1,2,3,245,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
33,admin.,0,2,0,0,1,1,2,3,83,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,others,0,4,1,1,0,1,2,3,55,7,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
58,others,0,4,0,1,0,1,2,3,548,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
44,admin.,0,2,0,1,0,1,2,3,281,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,others,1,2,0,0,1,1,2,3,81,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
57,admin.,1,2,1,1,0,0,2,3,35,6,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,admin.,1,4,0,0,0,1,2,3,69,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
53,admin.,0,4,0,1,0,1,2,3,51,33,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,admin.,1,4,0,0,0,1,2,3,829,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1
42,others,0,1,1,1,0,1,2,3,367,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,others,0,2,0,0,0,1,2,3,612,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1
38,others,1,3,0,0,0,1,2,3,25,6,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,others,0,2,0,0,0,1,2,3,184,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
34,others,0,2,0,0,0,1,2,3,284,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
31,admin.,0,2,0,0,0,1,2,3,187,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
31,admin.,1,4,0,0,0,1,2,3,128,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
29,others,1,3,0,1,0,1,2,3,150,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
46,others,0,4,0,0,0,1,2,3,124,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
51,others,0,1,0,1,0,1,2,3,47,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
53,others,0,1,1,0,0,1,2,3,249,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,admin.,0,2,0,1,0,1,2,3,74,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
38,others,0,1,0,1,1,1,2,3,119,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
37,others,0,1,1,0,1,0,2,3,88,7,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,admin.,0,2,0,1,0,1,2,3,434,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,others,1,2,0,0,0,1,2,3,288,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
24,admin.,1,2,0,1,1,1,2,3,109,5,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
47,others,0,2,0,1,0,1,2,3,388,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
39,others,0,2,0,1,0,1,2,3,1461,4,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1
44,admin.,0,4,0,1,0,1,2,3,155,11,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
35,others,0,4,0,1,0,0,2,3,172,5,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,others,1,2,0,0,0,1,2,3,465,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
39,others,1,2,0,1,0,1,2,3,91,5,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
31,others,1,4,0,1,0,1,2,3,166,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
44,others,0,0,0,1,0,1,2,3,716,6,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
35,others,0,4,0,1,0,0,2,3,33,12,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
39,others,0,2,0,0,0,1,2,3,266,9,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
42,others,0,3,1,1,0,1,2,3,721,10,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
39,admin.,1,0,0,0,0,1,2,3,99,10,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
40,admin.,0,2,0,0,0,1,2,3,228,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
27,others,0,4,0,1,0,0,2,3,36,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
50,others,0,3,0,0,0,1,2,3,74,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
58,others,0,2,1,0,0,1,2,3,222,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
22,others,1,2,0,1,0,1,2,3,361,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1
48,admin.,0,4,0,1,0,1,2,3,294,4,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
53,others,0,1,1,0,1,1,2,3,247,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,admin.,1,4,0,1,0,1,2,3,109,7,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
54,admin.,0,4,1,1,0,1,2,3,324,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
47,others,0,3,0,0,0,1,2,3,223,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
59,others,0,2,0,1,0,1,2,3,362,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
59,others,0,2,0,1,0,1,2,3,300,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
35,admin.,0,2,0,0,0,1,2,3,66,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
38,admin.,0,1,0,0,0,1,2,3,169,5,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
45,others,0,4,0,1,0,1,2,3,391,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
57,others,1,3,0,1,0,1,2,3,155,5,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
39,others,0,1,1,1,0,1,2,3,86,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
45,others,0,1,0,0,1,1,2,3,151,10,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
55,others,0,4,0,1,1,1,2,3,345,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,others,0,1,1,0,0,1,2,3,94,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
45,others,0,4,0,0,0,1,2,3,843,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
44,others,0,3,0,1,1,1,2,3,81,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
33,others,0,1,1,1,0,1,2,3,75,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
25,admin.,1,1,0,0,0,1,2,3,198,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
25,admin.,1,1,0,0,0,1,2,3,81,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
30,others,0,2,0,1,0,1,2,3,34,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
53,admin.,0,2,1,0,0,1,2,3,61,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
60,others,0,3,1,1,0,1,2,3,241,4,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
34,others,0,2,0,1,0,1,2,3,156,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,admin.,0,4,0,0,0,1,2,3,1739,5,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
34,others,0,2,0,1,0,0,2,3,345,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,others,1,3,0,0,0,1,2,3,111,4,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
37,others,0,1,1,0,0,1,2,3,166,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
54,others,0,1,0,1,0,0,2,3,28,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
55,admin.,0,4,0,0,0,1,2,3,119,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
55,admin.,0,4,0,1,1,1,2,3,209,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
34,others,0,2,0,0,0,0,2,3,733,1,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,others,0,1,1,1,0,1,2,3,44,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
25,admin.,1,1,0,0,0,1,2,3,18,29,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
30,others,1,2,0,0,0,0,2,3,444,5,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,admin.,1,4,0,1,0,1,2,3,744,8,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
29,others,0,4,0,1,0,1,2,3,196,4,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
34,others,0,0,0,1,0,0,2,3,190,4,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
31,others,0,4,0,0,0,1,2,3,245,5,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
48,others,0,3,0,0,0,1,2,3,22,25,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
30,others,1,2,0,1,0,0,2,3,13,16,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
31,others,1,2,0,1,0,1,2,3,59,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,others,0,1,1,1,0,1,2,3,108,9,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
33,admin.,1,3,0,1,0,1,2,3,134,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
28,others,1,4,0,1,0,1,2,3,58,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
58,others,0,4,0,0,1,1,2,3,32,20,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
45,admin.,0,4,0,0,0,1,2,3,9,7,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
48,others,0,3,1,0,1,0,2,3,37,6,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
33,others,0,4,0,1,0,1,2,3,90,5,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
54,admin.,0,4,1,1,0,1,2,3,20,27,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,admin.,1,4,0,1,0,1,2,3,33,33,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
36,admin.,1,4,0,1,1,0,2,3,18,8,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
44,others,0,3,0,0,0,1,2,3,66,31,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
39,others,0,3,0,1,0,1,2,3,23,5,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,others,0,4,0,1,0,1,2,3,19,6,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
25,admin.,1,1,0,1,1,1,2,3,37,17,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
38,admin.,0,2,0,1,0,0,2,3,51,18,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
48,others,0,3,0,1,0,1,2,3,21,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
38,admin.,0,1,0,1,0,1,2,3,294,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
32,others,0,4,0,0,0,0,2,3,65,4,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
59,others,0,2,0,1,0,1,2,3,70,5,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
38,others,0,2,0,1,1,1,2,3,18,34,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
50,others,0,3,0,1,0,1,2,3,77,2,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
54,admin.,0,4,0,0,0,1,2,3,9,5,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
41,others,0,1,1,0,0,1,2,3,17,24,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
52,others,0,1,1,0,0,1,2,3,393,3,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0
